xPos,yPos
-409.6,34.133333333333326
409.6,307.20000000000005
136.5333333333333,-102.4
318.5777777777778,-307.20000000000005
-136.53333333333336,102.40000000000003
409.6,-102.4
-409.6,170.66666666666674
409.6,-307.20000000000005
409.6,102.40000000000003
318.5777777777778,-238.93333333333337
-45.51111111111112,-170.66666666666669
-409.6,307.20000000000005
-45.51111111111112,238.9333333333334
227.55555555555554,34.133333333333326
136.5333333333333,-238.93333333333337
-409.6,238.9333333333334
-318.5777777777778,-170.66666666666669
-409.6,102.40000000000003
318.5777777777778,238.9333333333334
227.55555555555554,170.66666666666674
-136.53333333333336,170.66666666666674
136.5333333333333,-307.20000000000005
409.6,-238.93333333333337
-136.53333333333336,-307.20000000000005
-45.51111111111112,-102.4
318.5777777777778,102.40000000000003
-409.6,-307.20000000000005
-136.53333333333336,-170.66666666666669
-45.51111111111112,-34.133333333333326
318.5777777777778,307.20000000000005
-227.55555555555557,34.133333333333326
45.51111111111112,34.133333333333326
-45.51111111111112,34.133333333333326
-318.5777777777778,-238.93333333333337
136.5333333333333,34.133333333333326
-409.6,-34.133333333333326
-136.53333333333336,307.20000000000005
227.55555555555554,-307.20000000000005
45.51111111111112,170.66666666666674
136.5333333333333,307.20000000000005
-227.55555555555557,238.9333333333334
45.51111111111112,-170.66666666666669
227.55555555555554,-34.133333333333326
318.5777777777778,-102.4
-45.51111111111112,-307.20000000000005
409.6,170.66666666666674
-227.55555555555557,170.66666666666674
318.5777777777778,34.133333333333326
136.5333333333333,-34.133333333333326
45.51111111111112,-238.93333333333337
-136.53333333333336,-102.4
-45.51111111111112,307.20000000000005
-409.6,-238.93333333333337
-136.53333333333336,238.9333333333334
-318.5777777777778,-34.133333333333326
45.51111111111112,102.40000000000003
227.55555555555554,238.9333333333334
-318.5777777777778,-307.20000000000005
227.55555555555554,102.40000000000003
45.51111111111112,-102.4
-227.55555555555557,-170.66666666666669
-227.55555555555557,-307.20000000000005
-318.5777777777778,170.66666666666674
227.55555555555554,-170.66666666666669
409.6,-34.133333333333326
409.6,-170.66666666666669
-318.5777777777778,307.20000000000005
-227.55555555555557,102.40000000000003
-45.51111111111112,170.66666666666674
136.5333333333333,238.9333333333334
136.5333333333333,-170.66666666666669
-227.55555555555557,-238.93333333333337
-409.6,-170.66666666666669
-318.5777777777778,102.40000000000003
-227.55555555555557,-34.133333333333326
409.6,34.133333333333326
-227.55555555555557,-102.4
-318.5777777777778,-102.4
45.51111111111112,-307.20000000000005
318.5777777777778,170.66666666666674
-409.6,-102.4
136.5333333333333,102.40000000000003
45.51111111111112,-34.133333333333326
-136.53333333333336,-34.133333333333326
409.6,238.9333333333334
-136.53333333333336,34.133333333333326
227.55555555555554,-102.4
-45.51111111111112,102.40000000000003
-136.53333333333336,-238.93333333333337
-227.55555555555557,307.20000000000005
-318.5777777777778,34.133333333333326
-318.5777777777778,238.9333333333334
-45.51111111111112,-238.93333333333337
136.5333333333333,170.66666666666674
227.55555555555554,-238.93333333333337
318.5777777777778,-170.66666666666669
227.55555555555554,307.20000000000005
45.51111111111112,307.20000000000005
318.5777777777778,-34.133333333333326
45.51111111111112,238.9333333333334
