xPos,yPos
-716.8000000000001,-268.8
716.8000000000001,0.0
-143.36,358.4
-286.72,0.0
573.4400000000002,89.59999999999991
-716.8000000000001,-358.4
286.72,179.19999999999993
-143.36,-179.20000000000005
143.36,-89.60000000000002
-573.44,-268.8
430.08000000000004,268.79999999999995
573.4400000000002,358.4
-716.8000000000001,268.79999999999995
430.08000000000004,0.0
716.8000000000001,179.19999999999993
-573.44,358.4
-286.72,-179.20000000000005
0.0,-179.20000000000005
716.8000000000001,-268.8
-430.08000000000004,268.79999999999995
0.0,-268.8
286.72,-448.0
-286.72,89.59999999999991
-430.08000000000004,448.0
-430.08000000000004,-179.20000000000005
286.72,448.0
-143.36,0.0
-573.44,-448.0
-716.8000000000001,-179.20000000000005
143.36,-358.4
0.0,89.59999999999991
-143.36,268.79999999999995
-286.72,179.19999999999993
716.8000000000001,268.79999999999995
0.0,448.0
-430.08000000000004,-448.0
-286.72,448.0
430.08000000000004,-448.0
143.36,89.59999999999991
430.08000000000004,358.4
0.0,179.19999999999993
-716.8000000000001,-89.60000000000002
-573.44,448.0
0.0,0.0
573.4400000000002,-358.4
143.36,268.79999999999995
-430.08000000000004,358.4
-573.44,-358.4
573.4400000000002,-448.0
286.72,-358.4
143.36,448.0
286.72,89.59999999999991
143.36,179.19999999999993
-716.8000000000001,89.59999999999991
-573.44,-89.60000000000002
0.0,-448.0
716.8000000000001,-448.0
0.0,-358.4
-430.08000000000004,179.19999999999993
716.8000000000001,-179.20000000000005
-573.44,268.79999999999995
286.72,-89.60000000000002
-716.8000000000001,358.4
430.08000000000004,448.0
573.4400000000002,179.19999999999993
143.36,-268.8
-286.72,-448.0
-143.36,89.59999999999991
573.4400000000002,448.0
-716.8000000000001,179.19999999999993
573.4400000000002,-268.8
-430.08000000000004,89.59999999999991
-143.36,-268.8
-143.36,-358.4
-286.72,-89.60000000000002
430.08000000000004,179.19999999999993
286.72,268.79999999999995
-573.44,89.59999999999991
143.36,0.0
-573.44,0.0
-573.44,179.19999999999993
-430.08000000000004,-89.60000000000002
430.08000000000004,-89.60000000000002
716.8000000000001,-358.4
573.4400000000002,268.79999999999995
-286.72,268.79999999999995
-143.36,-89.60000000000002
-143.36,-448.0
286.72,-179.20000000000005
143.36,358.4
286.72,358.4
0.0,268.79999999999995
-143.36,448.0
-286.72,358.4
143.36,-179.20000000000005
0.0,-89.60000000000002
716.8000000000001,89.59999999999991
716.8000000000001,-89.60000000000002
143.36,-448.0
0.0,358.4
430.08000000000004,89.59999999999991
573.4400000000002,-179.20000000000005
-716.8000000000001,-448.0
573.4400000000002,-89.60000000000002
-716.8000000000001,0.0
-286.72,-268.8
716.8000000000001,358.4
-430.08000000000004,-268.8
430.08000000000004,-268.8
-430.08000000000004,-358.4
430.08000000000004,-179.20000000000005
286.72,0.0
-286.72,-358.4
716.8000000000001,448.0
286.72,-268.8
-430.08000000000004,0.0
-143.36,179.19999999999993
573.4400000000002,0.0
430.08000000000004,-358.4
-573.44,-179.20000000000005
-716.8000000000001,448.0
